CustomerID,TotalQuantity,AvgUnitPrice,AvgTransactionValue,Cluster
12004.0,104.0,14.21767857142857,1509.6,2
12006.0,2.0,12.38,24.76,2
12008.0,385.0,13.43990147783251,5152.099999999999,0
12013.0,3.0,16.30432533744031,69.96000000000001,2
12024.0,14.0,10.68,149.51999999999998,1
12025.0,78.0,14.21369565217391,1021.59,2
12026.0,1661.0,13.09476772616137,5348.549397321428,3
12031.0,20.0,8.993074123134072,136.18,1
12042.0,456.0,14.12708520179372,5348.549397321428,0
12043.0,96.0,13.628888888888888,1235.59,2
12050.0,13.0,10.386,141.67000000000002,1
12057.0,358.0,14.588345864661655,2399.9775,2
12060.0,3.0,12.25,36.75,2
12063.0,4.0,9.526666666666666,39.33,1
12067.0,1084.0,13.311360824742268,5348.549397321428,0
12071.0,1612.0,14.10708782742681,5348.549397321428,0
12078.0,185.0,14.019279999999998,2667.2599999999998,2
12080.0,701.0,14.351612903225806,5348.549397321428,0
12081.0,1.0,13.27,13.27,2
12082.0,3.0,11.105,32.89,1
12087.0,53.0,14.359230769230768,857.34,2
12089.0,99.0,12.49875,1175.555,2
12090.0,58.0,14.536818181818182,736.23,2
12093.0,146.0,14.111754385964913,1986.98,2
12100.0,505.0,14.270470588235295,5348.549397321428,0
12115.0,1923.0,8.993074123134072,5348.549397321428,3
12116.0,147.0,14.541944444444445,2042.7749999999999,2
12120.0,34.0,13.161176470588236,454.16,2
12128.0,30.0,14.691052631578946,472.13,2
12130.0,5.0,12.955,63.56,2
12134.0,585.0,13.402265625,5348.549397321428,0
12151.0,18.0,12.063125,215.29,1
12154.0,732.0,12.772587412587413,5348.549397321428,0
12160.0,1.0,16.30432533744031,51.2,2
12161.0,4.0,12.1325,48.53,1
12165.0,91.0,14.374186046511628,1283.18,2
12167.0,95.0,14.534468085106383,1457.46,2
12171.0,137.0,14.300166666666666,1921.96,2
12174.0,10.0,11.253333333333334,111.75,1
12185.0,449.0,15.205166666666665,5348.549397321428,0
12202.0,522.0,13.554475806451611,5348.549397321428,0
12204.0,39.0,13.7328,544.48,2
12205.0,68.0,14.363725490196078,1016.4,2
12214.0,588.0,15.097142857142856,5348.549397321428,0
12221.0,1169.0,14.548772563176895,5348.549397321428,0
12230.0,798.0,14.121627906976745,5348.549397321428,0
12231.0,343.0,14.179655172413792,4337.969999999999,0
12236.0,6.0,10.92,65.52,1
12237.0,1555.0,14.236795302013421,5348.549397321428,0
12240.0,292.0,13.043103448275861,3682.15,0
12242.0,45.0,11.686,249.95,1
12245.0,224.0,12.489512195121952,1297.8574999999998,2
12251.0,103.0,12.6325,1280.78,2
12252.0,26.0,11.12,272.74499999999995,1
12253.0,175.0,12.52125,2134.705,2
12255.0,406.0,13.95811224489796,5348.549397321428,0
12256.0,561.0,8.993074123134072,2245.0975,1
12278.0,470.0,14.170133333333332,5348.549397321428,0
12286.0,129.0,14.091489361702127,1567.91,2
12290.0,49.0,13.230322580645161,642.38,2
12293.0,86.0,14.886896551724137,666.135,2
12309.0,1.0,12.86,12.86,2
12321.0,35.0,15.412727272727272,280.995,2
12324.0,424.0,13.574110169491524,1894.6566666666668,2
12325.0,8.0,13.219999999999999,104.32,2
12336.0,55.0,12.144848484848485,638.92,1
12338.0,65.0,13.671739130434782,825.42,2
12340.0,323.0,13.97630769230769,4289.46,0
12346.0,26.0,11.32,272.74499999999995,1
12347.0,1972.0,8.993074123134072,4313.720625,3
12348.0,686.0,10.96,1813.6712499999996,1
12349.0,610.0,13.850555555555555,5348.549397321428,0
12350.0,198.0,12.273529411764706,1185.95,1
12352.0,526.0,14.207792207792208,973.1314285714286,2
12353.0,20.0,15.622499999999999,296.24,2
12354.0,506.0,13.851379310344827,5348.549397321428,0
12355.0,136.0,14.074615384615385,1673.455,2
12356.0,1164.0,13.311171171171171,3450.0299999999997,0
12357.0,1972.0,13.268615384615385,5348.549397321428,3
12358.0,1559.0,13.527773913043477,5348.549397321428,0
12359.0,1622.0,14.701733870967741,5348.549397321428,0
12360.0,1146.0,12.500238095238094,4611.763333333333,0
12361.0,90.0,10.472222222222221,922.62,1
12362.0,1972.0,12.14755905511811,2397.3985000000002,3
12363.0,398.0,12.618695652173914,2263.0874999999996,2
12364.0,1461.0,11.055871559633026,2815.252,3
12365.0,173.0,12.794761904761904,2101.83,2
12367.0,139.0,8.993074123134072,553.4725,1
12370.0,1616.0,12.869277108433733,4834.565,3
12371.0,568.0,13.35725806451613,5348.549397321428,0
12372.0,758.0,12.447551020408163,2894.4666666666667,0
12373.0,615.0,13.668114035087719,3753.1124999999997,0
12374.0,339.0,13.0075,4112.9,0
12375.0,172.0,9.187999999999999,692.95,1
12377.0,942.0,12.51,5348.549397321428,0
12378.0,1972.0,12.853424657534246,5348.549397321428,3
12379.0,380.0,11.034473684210527,2027.0225,1
12380.0,1024.0,11.396099999999999,2703.89875,3
12381.0,787.0,12.847560975609756,3005.331666666667,0
12383.0,1240.0,12.524999999999999,2840.375,3
12384.0,119.0,14.984583333333333,787.635,2
12386.0,172.0,12.7,997.3924999999999,2
12387.0,332.0,14.110967741935482,4713.455,0
12388.0,1256.0,12.5788,2426.3866666666668,3
12390.0,340.0,13.298064516129033,3980.35,0
12391.0,298.0,12.552100000000001,3514.855,0
12393.0,790.0,11.201666666666668,1325.0891666666666,1
12394.0,310.0,12.558799999999998,1784.1825,2
12395.0,1525.0,12.805277777777778,1485.7491666666665,3
12396.0,434.0,14.580641025641025,5348.549397321428,0
12397.0,1331.0,13.022528735632184,5204.248333333333,0
12398.0,1369.0,11.617619047619048,5348.549397321428,0
12399.0,933.0,10.531454545454546,2448.21,1
12401.0,7.0,16.30432533744031,124.47,2
12402.0,92.0,9.468,837.5,1
12403.0,74.0,14.705,848.8749999999999,2
12405.0,695.0,13.167924528301887,5348.549397321428,0
12406.0,1682.0,12.391142857142857,5348.549397321428,3
12407.0,1019.0,12.587361111111111,2339.25,3
12408.0,1227.0,11.84950495049505,2764.802,3
12409.0,1972.0,13.368532110091744,5348.549397321428,3
12410.0,207.0,15.108799999999999,1325.2549999999999,2
12411.0,2.0,16.30432533744031,55.24,2
12412.0,780.0,12.115689655172414,2964.055,0
12413.0,282.0,12.885833333333332,1102.6299999999999,2
12414.0,1058.0,14.188155339805824,3342.5575,0
12415.0,1972.0,12.30683916083916,5348.549397321428,3
12417.0,1447.0,13.524808743169398,1881.116111111111,3
12418.0,385.0,13.832941176470587,4623.255,0
12420.0,253.0,14.432413793103446,3181.9199999999996,0
12421.0,456.0,11.151707317073171,1210.05125,1
12422.0,1260.0,12.80334939759036,3734.1125,0
12423.0,1377.0,11.596778523489933,1636.0122222222224,3
12424.0,490.0,13.098666666666666,2752.1899999999996,0
12425.0,432.0,12.109166666666667,4760.945,0
12426.0,254.0,13.48,3126.61,0
12427.0,264.0,13.463928571428571,1116.66,2
12428.0,1972.0,12.855259938837921,3977.946,3
12429.0,1336.0,11.507234042553192,3493.9562499999997,3
12430.0,116.0,12.792,1410.68,2
12431.0,1972.0,13.506781115879829,1648.4396666666667,3
12432.0,1402.0,13.395585585585586,3431.643,3
12433.0,1972.0,11.42797136038186,5348.549397321428,3
12434.0,394.0,13.98,2430.2675,2
12435.0,882.0,14.558611111111112,4734.279999999999,0
12436.0,209.0,13.273333333333333,2581.38,2
12437.0,1972.0,12.056902173913043,1594.5394444444444,3
12438.0,1117.0,9.7603125,5018.8724999999995,3
12441.0,120.0,12.575999999999999,1389.3,2
12442.0,181.0,8.993074123134072,1297.84,1
12444.0,1139.0,14.851371428571428,2642.5716666666667,0
12445.0,60.0,11.6,686.3699999999999,1
12446.0,351.0,13.588596491228069,4259.83,0
12447.0,187.0,12.9024,2236.38,2
12448.0,240.0,12.505714285714285,2830.3849999999998,0
12449.0,1523.0,13.563101604278073,4737.00875,0
12450.0,114.0,10.50625,606.0825,1
12451.0,1972.0,12.03299251870324,5348.549397321428,3
12452.0,181.0,8.993074123134072,1115.05,1
12453.0,473.0,12.701860465116278,5348.549397321428,0
12454.0,350.0,15.242666666666667,4000.8849999999993,0
12455.0,1272.0,11.681882352941177,2775.7839999999997,3
12456.0,1472.0,12.932459016393443,5348.549397321428,0
12457.0,670.0,13.135074626865672,1149.7442857142855,2
12458.0,1121.0,13.1650136239782,4532.009999999999,0
12461.0,282.0,13.52970588235294,3532.59,0
12462.0,483.0,13.850833333333332,2942.91,0
12463.0,770.0,12.091234567901234,1785.869,1
12464.0,95.0,15.416363636363634,207.2475,2
12465.0,453.0,12.482,2653.1025,0
12468.0,1289.0,12.980352303523036,5244.218333333333,0
12469.0,50.0,13.7675,611.245,2
12471.0,1972.0,11.699772209567199,2631.9220370370367,3
12472.0,1972.0,12.06222891566265,5348.549397321428,3
12473.0,1972.0,11.584534161490682,5348.549397321428,3
12474.0,1972.0,12.24033734939759,2679.68425,3
12475.0,408.0,12.650285714285713,4749.92,0
12476.0,1972.0,12.007321428571428,2216.7536363636364,3
12477.0,1972.0,14.470266666666667,5348.549397321428,3
12478.0,233.0,8.993074123134072,1547.8700000000001,1
12479.0,388.0,8.993074123134072,1353.275,1
12480.0,1443.0,12.8082,4285.73125,3
12481.0,1972.0,12.902346153846155,3136.823636363636,3
12483.0,988.0,12.320441176470588,1425.7862499999999,1
12484.0,1972.0,12.695847953216372,5348.549397321428,3
12485.0,1.0,16.30432533744031,30.7,2
12488.0,516.0,10.328703703703704,1632.425,1
12489.0,103.0,14.61357142857143,1361.97,2
12490.0,1972.0,10.481106382978723,2890.5,3
12491.0,330.0,13.52657142857143,2054.8925,2
12492.0,190.0,11.434999999999999,1021.05,1
12493.0,194.0,9.414,816.1575,1
12494.0,698.0,11.486901408450706,1039.0257142857142,1
12497.0,336.0,11.104615384615384,3539.8199999999993,0
12498.0,156.0,12.137142857142857,552.89,1
12500.0,798.0,13.201372549019608,872.573,2
12501.0,1706.0,12.403945578231292,5348.549397321428,3
12502.0,772.0,15.22732394366197,2138.269,2
12504.0,87.0,16.30432533744031,661.1949999999999,2
12505.0,121.0,15.106712328767124,1833.6399999999999,2
12506.0,23.0,13.525217391304347,311.08,2
12507.0,348.0,12.3845,1319.82,2
12508.0,1734.0,8.993074123134072,4356.611666666667,3
12509.0,54.0,13.79,715.84,2
12510.0,325.0,13.048387096774194,2000.625,2
12512.0,99.0,12.892941176470588,578.1,2
12513.0,459.0,11.036176470588236,4908.25,0
12514.0,440.0,12.580196078431372,5134.9800000000005,0
12515.0,157.0,13.974545454545453,991.4399999999999,2
12516.0,1133.0,12.876196721311475,4348.943333333334,0
12517.0,1372.0,11.90369337979094,3154.418,3
12518.0,1306.0,11.58983193277311,2839.7490000000003,3
12519.0,180.0,12.396470588235294,2138.82,2
12520.0,1427.0,12.849333333333332,2835.269166666667,3
12521.0,306.0,12.066486486486486,3386.07,0
12522.0,123.0,13.13076923076923,480.77833333333336,2
12523.0,838.0,14.131372549019607,937.4945454545455,2
12524.0,1972.0,13.641183999999999,4631.314444444444,3
12526.0,624.0,10.887941176470589,2190.7233333333334,1
12527.0,233.0,12.073529411764707,848.2916666666666,1
